user_id,post_id,likes,shares,comments,content_type
503,503,908,768,127,images
504,504,4880,141,492,videos
505,505,8621,800,121,carousel
506,506,1244,267,459,videos
507,507,9261,64,333,carousel
508,508,4158,872,171,reels
509,509,5871,162,482,images
510,510,8789,927,398,carousel
511,511,2141,1,68,images
512,512,529,161,472,reels
513,513,2590,482,347,images
514,514,7325,174,116,carousel
515,515,8319,925,414,reels
516,516,5626,218,54,reels
517,517,6158,494,85,videos
518,518,6401,127,340,carousel
519,519,3092,750,98,videos
520,520,643,97,338,images
521,521,8265,804,222,videos
522,522,8364,284,290,videos
523,523,1145,93,124,videos
524,524,5236,96,293,images
525,525,4379,261,248,carousel
526,526,3468,773,62,reels
527,527,6224,711,176,reels
528,528,2023,908,428,carousel
529,529,5592,802,134,carousel
530,530,2753,214,255,reels
531,531,5383,163,339,reels
532,532,5735,420,4,videos
533,533,8515,840,483,images
534,534,8393,564,36,images
535,535,6369,420,203,reels
536,536,292,635,323,videos
537,537,5890,443,242,reels
538,538,9389,285,60,videos
539,539,6512,868,416,videos
540,540,8503,462,403,carousel
541,541,7335,583,386,videos
542,542,596,556,338,carousel
543,543,8195,241,250,videos
544,544,1062,425,374,images
545,545,536,699,187,images
546,546,9065,941,366,carousel
547,547,4351,56,380,videos
548,548,1347,796,377,carousel
549,549,9082,841,265,reels
550,550,9078,116,277,carousel
551,551,4737,946,130,carousel
552,552,4175,827,167,images
553,553,7209,605,165,reels
554,554,3207,568,473,videos
555,555,3182,810,1,images
556,556,426,559,177,videos
557,557,542,123,350,videos
558,558,9757,476,10,videos
559,559,2660,343,292,reels
560,560,1265,124,0,carousel
561,561,6645,648,348,reels
562,562,4749,152,329,reels
563,563,2581,59,107,reels
564,564,1198,247,406,images
565,565,1396,543,302,carousel
566,566,6977,372,139,images
567,567,2319,154,436,carousel
568,568,377,742,431,videos
569,569,867,592,468,reels
570,570,261,439,297,videos
571,571,4026,893,234,videos
572,572,2753,417,184,images
573,573,4891,156,118,carousel
574,574,7387,986,389,videos
575,575,3568,966,272,reels
576,576,5181,673,58,reels
577,577,951,96,420,reels
578,578,3007,101,140,reels
579,579,7817,12,218,videos
580,580,2947,970,393,images
581,581,6411,386,170,videos
582,582,2665,981,125,videos
583,583,7125,103,211,images
584,584,7174,602,449,carousel
585,585,2081,546,6,carousel
586,586,3531,966,125,reels
587,587,8881,679,417,carousel
588,588,7701,466,83,videos
589,589,3975,664,290,reels
590,590,2707,992,254,videos
591,591,6846,501,137,images
592,592,7728,630,306,images
593,593,3187,369,200,carousel
594,594,7064,156,438,videos
595,595,522,742,122,videos
596,596,8713,517,196,reels
597,597,2719,788,498,images
598,598,2890,853,301,carousel
599,599,4711,256,95,carousel
600,600,2239,90,33,videos
601,601,260,212,203,reels
602,602,7392,694,404,images
603,603,4726,161,38,reels
604,604,5402,30,324,images
605,605,3319,644,454,carousel
606,606,4275,297,384,images
607,607,9841,436,473,reels
608,608,8376,130,168,videos
609,609,9684,728,439,videos
610,610,8190,345,394,images
611,611,9005,858,80,reels
612,612,7006,27,170,images
613,613,7230,473,237,videos
614,614,4523,15,486,videos
615,615,8529,269,451,images
616,616,8618,908,110,videos
617,617,4860,290,352,reels
618,618,8694,579,285,carousel
619,619,3661,42,154,carousel
620,620,9118,439,120,images
621,621,5026,440,360,reels
622,622,6142,479,113,reels
623,623,6465,497,200,videos
624,624,5683,6,285,reels
625,625,9066,908,154,videos
626,626,310,430,304,reels
627,627,5613,192,9,videos
628,628,550,325,212,images
629,629,7581,199,14,videos
630,630,4788,36,310,videos
631,631,2169,318,3,reels
632,632,5641,165,398,reels
633,633,609,652,411,reels
634,634,6427,254,102,reels
635,635,6965,167,91,videos
636,636,5580,461,218,videos
637,637,6929,374,266,images
638,638,2688,113,418,reels
639,639,3493,691,138,carousel
640,640,0,250,119,videos
641,641,4777,744,246,carousel
642,642,896,920,122,videos
643,643,6146,818,175,images
644,644,3052,493,75,videos
645,645,3719,262,203,carousel
646,646,4830,464,2,carousel
647,647,4091,714,445,reels
648,648,4012,989,423,carousel
649,649,3690,922,133,reels
650,650,4738,315,181,images
651,651,6988,581,270,videos
652,652,5235,537,494,reels
653,653,3253,508,167,carousel
654,654,8940,676,298,images
655,655,5164,437,334,reels
656,656,5445,633,251,reels
657,657,1356,600,84,carousel
658,658,5869,649,403,reels
659,659,1344,369,355,reels
660,660,4052,613,346,videos
661,661,2378,673,58,reels
662,662,4332,655,351,images
663,663,4637,456,88,reels
664,664,8563,942,245,reels
665,665,6115,631,360,carousel
666,666,1224,36,107,carousel
667,667,4983,825,385,videos
668,668,6147,374,14,reels
669,669,7915,257,296,carousel
670,670,1329,521,101,images
671,671,6492,961,364,videos
672,672,6157,324,227,images
673,673,8398,514,480,videos
674,674,2281,478,134,videos
675,675,264,818,328,reels
676,676,1358,23,149,images
677,677,9865,169,344,images
678,678,9770,516,41,images
679,679,8671,217,443,carousel
680,680,35,666,42,videos
681,681,6655,898,86,carousel
682,682,1331,167,15,carousel
683,683,6081,395,130,videos
684,684,6994,237,100,carousel
685,685,8056,711,105,carousel
686,686,9205,602,335,images
687,687,4850,954,375,images
688,688,1323,726,281,carousel
689,689,9370,485,233,videos
690,690,5345,42,1,carousel
691,691,3242,185,38,reels
692,692,3857,349,231,videos
693,693,3747,369,215,images
694,694,248,416,274,images
695,695,557,9,311,videos
696,696,9211,653,283,reels
697,697,4311,898,273,images
698,698,2926,23,14,carousel
699,699,5289,768,222,videos
700,700,3088,930,251,reels
701,701,8637,122,314,videos
702,702,1251,3,251,carousel
703,703,9384,429,25,images
704,704,3310,90,5,carousel
705,705,1558,378,368,reels
706,706,5431,279,19,videos
707,707,4939,520,287,videos
708,708,9298,248,115,images
709,709,5687,388,461,carousel
710,710,5792,614,242,videos
711,711,7914,77,32,carousel
712,712,633,135,34,videos
713,713,9590,370,247,reels
714,714,8011,580,87,reels
715,715,7391,253,107,carousel
716,716,3704,250,15,carousel
717,717,9847,538,144,videos
718,718,5256,575,25,videos
719,719,1937,803,435,carousel
720,720,5529,61,11,images
721,721,519,47,225,carousel
722,722,5841,550,21,reels
723,723,4723,583,386,images
724,724,9686,107,464,images
725,725,8893,911,357,videos
726,726,6536,681,85,videos
727,727,2501,338,58,reels
728,728,2040,659,304,reels
729,729,1451,578,429,carousel
730,730,229,106,390,videos
731,731,3435,74,442,reels
732,732,2666,680,421,videos
733,733,9397,756,224,images
734,734,2292,625,280,images
735,735,937,214,450,videos
736,736,1580,862,288,reels
737,737,3275,56,169,carousel
738,738,1544,177,312,carousel
739,739,6721,287,340,images
740,740,6139,400,208,reels
741,741,4504,730,446,reels
742,742,4968,247,446,videos
743,743,1835,348,116,images
744,744,3306,531,93,reels
745,745,5354,470,368,reels
746,746,3046,702,487,carousel
747,747,7606,797,207,images
748,748,1311,606,129,images
749,749,7752,812,264,carousel
750,750,8234,926,467,reels
751,751,2039,951,476,videos
752,752,357,56,37,images
753,753,4782,106,498,reels
754,754,7472,51,470,reels
755,755,4869,144,486,reels
756,756,4372,456,440,reels
757,757,4182,620,105,images
758,758,1000,548,473,reels
759,759,760,19,177,images
760,760,3795,995,444,videos
761,761,6489,343,15,images
762,762,5195,273,3,videos
763,763,7169,674,322,reels
764,764,8027,972,327,carousel
765,765,9857,253,335,reels
766,766,9005,51,353,carousel
767,767,5053,972,181,images
768,768,5340,121,394,reels
769,769,1293,863,44,videos
770,770,7584,329,227,carousel
771,771,487,687,298,images
772,772,396,948,279,videos
773,773,7051,688,14,carousel
774,774,8168,968,86,carousel
775,775,2206,247,284,videos
776,776,5631,625,318,carousel
777,777,7947,981,143,videos
778,778,3322,103,87,reels
779,779,7874,593,102,videos
780,780,4490,388,26,images
781,781,8080,693,266,reels
782,782,2920,92,305,videos
783,783,36,178,35,reels
784,784,6686,183,228,reels
785,785,8961,347,426,videos
786,786,3533,545,495,carousel
787,787,9791,695,293,reels
788,788,7722,326,239,videos
789,789,8357,860,422,reels
790,790,4117,797,110,videos
791,791,7619,947,9,images
792,792,9874,366,375,images
793,793,7760,561,69,reels
794,794,5366,10,133,images
795,795,6023,337,327,reels
796,796,8872,777,418,videos
797,797,4922,739,98,images
798,798,9397,148,103,images
799,799,3105,520,470,images
800,800,9900,961,293,carousel
801,801,1275,831,178,videos
802,802,4177,864,4,carousel
803,803,9264,762,80,videos
804,804,8668,345,73,carousel
805,805,1287,342,180,reels
806,806,6808,775,94,carousel
807,807,7415,113,110,carousel
808,808,5862,607,18,images
809,809,7617,113,219,images
810,810,3643,154,419,carousel
811,811,4304,269,339,images
812,812,392,446,125,videos
813,813,3249,751,247,videos
814,814,7133,250,18,reels
815,815,7554,553,45,videos
816,816,1874,734,453,images
817,817,1800,185,493,reels
818,818,9905,66,363,images
819,819,5477,805,159,images
820,820,8086,151,15,videos
821,821,3304,882,391,reels
822,822,9511,1,427,carousel
823,823,649,53,431,carousel
824,824,1061,542,186,carousel
825,825,4542,433,271,images
826,826,5227,881,303,carousel
827,827,2167,88,431,carousel
828,828,811,51,274,images
829,829,3012,897,326,images
830,830,1415,992,407,images
831,831,6976,370,195,videos
832,832,1690,440,394,carousel
833,833,8524,82,238,videos
834,834,2994,465,156,carousel
835,835,8863,810,459,carousel
836,836,4725,21,135,carousel
837,837,4162,189,382,images
838,838,9630,251,149,reels
839,839,9452,867,144,carousel
840,840,5243,744,341,reels
841,841,3551,538,445,reels
842,842,8136,639,471,reels
843,843,1587,297,440,reels
844,844,4436,725,119,images
845,845,1181,910,81,images
846,846,1965,752,271,images
847,847,9382,580,445,carousel
848,848,8678,287,367,reels
849,849,3388,192,392,carousel
850,850,3442,643,281,images
851,851,343,112,129,carousel
852,852,3115,743,172,carousel
853,853,9812,161,330,carousel
854,854,9276,645,487,videos
855,855,4219,553,32,videos
856,856,7687,984,115,videos
857,857,9056,539,239,reels
858,858,8863,898,338,reels
859,859,5653,973,161,carousel
860,860,5567,661,243,carousel
861,861,7347,773,429,images
862,862,1412,872,348,carousel
863,863,124,575,265,reels
864,864,7608,88,485,images
865,865,5218,286,446,images
866,866,6249,513,23,images
867,867,992,444,213,reels
868,868,8512,725,36,reels
869,869,5713,798,6,reels
870,870,4072,932,311,images
871,871,9901,968,26,carousel
872,872,6909,730,64,videos
873,873,313,702,297,images
874,874,5580,344,78,carousel
875,875,5317,574,311,images
876,876,8744,61,328,carousel
877,877,1668,675,92,images
878,878,649,339,183,images
879,879,9730,446,485,videos
880,880,5831,171,82,videos
881,881,4893,99,157,reels
882,882,2146,540,451,videos
883,883,5733,790,67,carousel
884,884,1595,661,2,videos
885,885,9227,542,193,images
886,886,8809,255,232,images
887,887,5305,688,499,carousel
888,888,9543,486,141,reels
889,889,5927,88,405,reels
890,890,8155,90,452,reels
891,891,5264,777,215,images
892,892,6715,836,178,carousel
893,893,1986,691,147,carousel
894,894,1844,52,387,videos
895,895,6268,940,172,carousel
896,896,5367,713,81,images
897,897,3366,649,137,images
898,898,7062,729,150,reels
899,899,7104,36,0,videos
900,900,3464,386,36,videos
901,901,3930,193,283,reels
902,902,3730,746,250,carousel
903,903,3573,640,99,videos
904,904,5252,604,298,carousel
905,905,3267,67,294,carousel
906,906,1057,7,173,videos
907,907,6672,753,350,carousel
908,908,5742,717,72,reels
909,909,9296,714,433,images
910,910,7227,28,260,images
911,911,446,206,312,reels
912,912,9902,793,3,images
913,913,5138,352,320,carousel
914,914,5987,628,76,images
915,915,6101,253,497,images
916,916,7829,849,69,images
917,917,8306,882,20,images
918,918,863,885,153,reels
919,919,6743,763,153,videos
920,920,5480,52,248,images
921,921,7504,126,43,carousel
922,922,7374,910,325,carousel
923,923,4063,247,282,videos
924,924,5808,793,82,images
925,925,908,973,11,images
926,926,8589,698,112,images
927,927,6185,549,89,videos
928,928,4498,522,479,carousel
929,929,8459,820,440,videos
930,930,8799,421,297,reels
931,931,2056,939,188,videos
932,932,6927,415,416,videos
933,933,2690,749,293,reels
934,934,218,612,375,reels
935,935,3049,95,311,reels
936,936,9514,468,304,carousel
937,937,395,751,309,carousel
938,938,7970,941,177,videos
939,939,4390,635,333,carousel
940,940,820,221,359,videos
941,941,2774,791,418,reels
942,942,738,665,319,videos
943,943,3737,203,398,reels
944,944,8365,866,60,reels
945,945,1950,852,64,images
946,946,7727,705,162,carousel
947,947,7406,267,366,videos
948,948,6064,869,121,carousel
949,949,4760,663,223,videos
950,950,9960,706,187,carousel
951,951,1066,69,333,reels
952,952,147,401,233,reels
953,953,2172,344,129,reels
954,954,7231,92,110,images
955,955,3425,855,372,reels
956,956,9311,327,421,reels
957,957,7449,674,500,videos
958,958,1664,104,182,carousel
959,959,5808,636,247,videos
960,960,1045,62,105,carousel
961,961,9040,539,112,carousel
962,962,6551,756,54,images
963,963,5919,663,122,reels
964,964,5826,697,235,videos
965,965,4995,703,273,images
966,966,9966,932,469,carousel
967,967,7852,710,453,videos
968,968,9507,648,365,images
969,969,5311,594,152,carousel
970,970,3589,108,146,reels
971,971,819,398,313,carousel
972,972,7043,29,90,reels
973,973,2255,37,119,carousel
974,974,6535,962,231,carousel
975,975,9880,316,278,images
976,976,2717,68,5,reels
977,977,1428,506,271,carousel
978,978,1670,528,114,images
979,979,745,64,427,carousel
980,980,5828,969,460,reels
981,981,4605,576,87,images
982,982,3214,739,229,carousel
983,983,7578,775,459,videos
984,984,2002,288,400,carousel
985,985,3160,927,83,reels
986,986,1691,123,273,images
987,987,8183,458,140,reels
988,988,3126,246,426,reels
989,989,1443,183,263,reels
990,990,2587,269,68,carousel
991,991,3843,841,92,images
992,992,9936,274,43,reels
993,993,2989,745,409,videos
994,994,1668,292,172,videos
995,995,3167,673,184,carousel
996,996,1298,917,487,videos
997,997,6477,754,347,videos
998,998,4955,127,259,carousel
999,999,9511,911,431,videos
1000,1000,1530,631,57,images
